"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
5732,"2022-12-06",3200,12,"Geladeira Frost Free 400L","Electrolux","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",38400
5733,"2023-03-06",500,2,"Micro-ondas 25L","LG","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1000
5734,"2023-04-02",1000,5,"Purificador de água","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5000
5735,"2023-03-15",2000,7,"Ar-condicionado Split 12k","LG","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",14000
5736,"2024-07-11",900,4,"Forno elétrico 45L","Fischer","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
5737,"2022-04-30",250,15,"Batedeira simples","Britânia","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3750
5738,"2022-12-04",180,19,"Secador de cabelo 1600W","Philco","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3420
5739,"2023-07-28",1200,5,"Cafeteira expresso","Nespresso","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",6000
5740,"2025-01-02",2200,15,"Freezer horizontal 300L","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",33000
5741,"2024-06-18",4500,12,"Geladeira Duplex 500L","Brastemp","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",54000
5742,"2025-04-07",2800,3,"Ar-condicionado Split 18k","Samsung","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",8400
5743,"2025-12-30",2500,1,"Freezer vertical 280L","Brastemp","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2500
5744,"2022-02-05",1500,15,"Coifa de parede inox","Electrolux","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",22500
5745,"2024-04-04",2000,8,"Ar-condicionado Split 12k","LG","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",16000
5746,"2024-02-27",600,18,"Exaustor de cozinha","Tramontina","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",10800
5747,"2022-07-23",200,8,"Chaleira elétrica inox","Oster","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1600
5748,"2024-09-09",180,20,"Torradeira elétrica","Cadence","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3600
5749,"2022-12-24",1500,11,"Aspirador de pó robô","Xiaomi","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",16500
5750,"2022-07-31",1200,10,"Cafeteira expresso","Nespresso","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",12000
5751,"2023-12-06",350,18,"Ventilador de coluna","Arno","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",6300
5752,"2024-02-21",450,6,"Aspirador de pó vertical","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
5753,"2022-03-08",220,20,"Panela elétrica de arroz","Mondial","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",4400
5754,"2024-10-10",2200,5,"Freezer horizontal 300L","Consul","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",11000
5755,"2024-11-28",1800,16,"Fogão 5 bocas","Atlas","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",28800
5756,"2024-12-26",3200,17,"Geladeira Frost Free 400L","Electrolux","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",54400
5757,"2024-09-17",180,11,"Torradeira elétrica","Cadence","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1980
5758,"2023-08-27",350,14,"Ventilador de coluna","Arno","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4900
5759,"2023-04-08",2500,15,"Freezer vertical 280L","Brastemp","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",37500
5760,"2025-04-13",280,2,"Grill elétrico","George Foreman","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",560
5761,"2024-11-09",250,2,"Batedeira simples","Britânia","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",500
5762,"2022-09-05",180,17,"Liquidificador 1000W","Arno","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3060
5763,"2023-06-28",3200,15,"Geladeira Frost Free 400L","Electrolux","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",48000
5764,"2024-02-12",3000,11,"Lava-louças 14 serviços","Electrolux","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",33000
5765,"2022-01-09",500,13,"Micro-ondas 25L","LG","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6500
5766,"2024-12-18",3000,1,"Lava-louças 14 serviços","Electrolux","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3000
5767,"2022-07-11",200,9,"Ventilador de mesa","Mondial","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1800
5768,"2024-12-12",1000,15,"Purificador de água","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",15000
5769,"2025-08-28",180,10,"Secador de cabelo 1600W","Philco","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",1800
5770,"2022-06-25",200,20,"Chaleira elétrica inox","Oster","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4000
5771,"2025-02-07",3200,6,"Geladeira Frost Free 400L","Electrolux","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",19200
5772,"2022-12-28",180,20,"Liquidificador 1000W","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",3600
5773,"2025-01-16",250,16,"Secador de cabelo 2000W","Taiff","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4000
5774,"2025-10-20",4500,3,"Geladeira Duplex 500L","Brastemp","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",13500
5775,"2025-03-10",220,4,"Panela elétrica de arroz","Mondial","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",880
5776,"2023-04-18",220,16,"Panela elétrica de arroz","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",3520
5777,"2025-10-19",2800,6,"Máquina de Lavar 15kg","Brastemp","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",16800
5778,"2024-05-21",350,18,"Ventilador de coluna","Arno","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6300
5779,"2022-03-29",150,15,"Liquidificador 800W","Mondial","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2250
5780,"2022-04-24",1800,11,"Fogão 5 bocas","Atlas","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",19800
5781,"2022-10-14",220,11,"Panela elétrica de arroz","Mondial","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",2420
5782,"2022-02-10",1000,11,"Purificador de água","Consul","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",11000
5783,"2025-01-22",300,15,"Cafeteira elétrica 30 xícs","Oster","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",4500
5784,"2024-04-02",2000,9,"Ar-condicionado Split 12k","LG","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",18000
5785,"2024-07-23",250,14,"Batedeira simples","Britânia","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3500
5786,"2024-09-21",2800,8,"Máquina de Lavar 15kg","Brastemp","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",22400
5787,"2022-09-28",1200,20,"Cafeteira expresso","Nespresso","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",24000
5788,"2024-10-18",3200,10,"Geladeira Frost Free 400L","Electrolux","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",32000
5789,"2025-03-26",180,10,"Torradeira elétrica","Cadence","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",1800
5790,"2023-10-04",2800,7,"Ar-condicionado Split 18k","Samsung","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19600
5791,"2025-02-01",4500,5,"Geladeira Duplex 500L","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",22500
5792,"2024-06-01",1200,3,"Cafeteira expresso","Nespresso","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
5793,"2022-12-09",150,2,"Liquidificador 800W","Mondial","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",300
5794,"2022-06-25",2500,15,"Lava-louças 10 serviços","Brastemp","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",37500
5795,"2023-09-22",180,15,"Liquidificador 1000W","Arno","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2700
5796,"2023-12-05",850,13,"Bebedouro elétrico","IBBL","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",11050
5797,"2023-07-16",750,13,"Forno elétrico 35L","Philco","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",9750
5798,"2022-03-30",2800,16,"Ar-condicionado Split 18k","Samsung","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",44800
5799,"2025-03-11",150,9,"Liquidificador 800W","Mondial","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1350
5800,"2025-10-14",250,10,"Batedeira simples","Britânia","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2500
5801,"2024-05-02",150,4,"Sanduicheira elétrica","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",600
5802,"2025-06-21",300,7,"Cafeteira elétrica 30 xícs","Oster","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2100
5803,"2023-03-26",150,17,"Sanduicheira elétrica","Mondial","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2550
5804,"2022-07-07",1000,5,"Purificador de água","Consul","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5000
5805,"2024-08-04",900,13,"Forno elétrico 45L","Fischer","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",11700
5806,"2025-10-08",180,4,"Torradeira elétrica","Cadence","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",720
5807,"2022-04-23",180,10,"Liquidificador 1000W","Arno","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1800
5808,"2024-08-07",90,14,"Ferro de passar seco","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1260
5809,"2024-08-24",1200,16,"Fogão 4 bocas","Consul","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",19200
5810,"2024-07-21",1800,3,"Fogão 5 bocas","Atlas","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5400
5811,"2022-05-23",450,14,"Aspirador de pó vertical","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6300
5812,"2022-03-17",250,8,"Batedeira simples","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2000
5813,"2024-05-24",200,11,"Chaleira elétrica inox","Oster","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2200
5814,"2025-04-24",250,10,"Secador de cabelo 2000W","Taiff","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2500
5815,"2023-03-23",2200,17,"Máquina de Lavar 12kg","Samsung","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",37400
5816,"2023-05-16",750,8,"Forno elétrico 35L","Philco","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6000
5817,"2024-06-18",750,7,"Forno elétrico 35L","Philco","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",5250
5818,"2023-07-10",250,19,"Secador de cabelo 2000W","Taiff","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",4750
5819,"2024-04-16",450,18,"Aspirador de pó vertical","Philco","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8100
5820,"2025-05-07",4500,12,"Geladeira Duplex 500L","Brastemp","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",54000
5821,"2023-03-04",2200,20,"Freezer horizontal 300L","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",44000
5822,"2025-05-25",2000,10,"Ar-condicionado Split 12k","LG","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",20000
5823,"2025-02-17",180,4,"Liquidificador 1000W","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",720
5824,"2022-09-10",2000,15,"Ar-condicionado Split 12k","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",30000
5825,"2025-03-16",220,19,"Panela elétrica de arroz","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4180
5826,"2022-09-30",180,8,"Torradeira elétrica","Cadence","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1440
5827,"2025-08-29",220,1,"Panela elétrica de arroz","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",220
5828,"2025-08-11",280,16,"Grill elétrico","George Foreman","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4480
5829,"2024-11-19",1500,14,"Coifa de parede inox","Electrolux","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",21000
5830,"2022-01-02",350,1,"Ventilador de coluna","Arno","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",350
5831,"2025-07-13",3000,16,"Lava-louças 14 serviços","Electrolux","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",48000
5832,"2022-07-16",850,13,"Bebedouro elétrico","IBBL","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",11050
5833,"2025-10-17",2200,20,"Máquina de Lavar 12kg","Samsung","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",44000
5834,"2023-03-13",2500,2,"Freezer vertical 280L","Brastemp","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",5000
5835,"2025-04-24",650,20,"Micro-ondas 30L","Panasonic","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",13000
5836,"2022-06-05",3200,20,"Geladeira Frost Free 400L","Electrolux","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",64000
5837,"2023-09-29",500,4,"Micro-ondas 25L","LG","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",2000
5838,"2022-10-25",1800,9,"Fogão 5 bocas","Atlas","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",16200
5839,"2022-03-31",750,20,"Forno elétrico 35L","Philco","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",15000
5840,"2023-02-02",200,17,"Ventilador de mesa","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3400
5841,"2022-06-28",650,11,"Micro-ondas 30L","Panasonic","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7150
5842,"2022-06-02",280,20,"Grill elétrico","George Foreman","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5600
5843,"2024-05-26",2500,6,"Freezer vertical 280L","Brastemp","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",15000
5844,"2023-09-28",450,6,"Aspirador de pó vertical","Philco","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",2700
5845,"2023-10-29",180,9,"Secador de cabelo 1600W","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1620
5846,"2025-04-17",280,1,"Grill elétrico","George Foreman","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",280
5847,"2025-07-06",1000,3,"Purificador de água","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3000
5848,"2022-02-23",3200,16,"Geladeira Frost Free 400L","Electrolux","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",51200
5849,"2024-12-25",2200,17,"Freezer horizontal 300L","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",37400
5850,"2025-06-08",280,17,"Grill elétrico","George Foreman","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",4760
5851,"2025-11-07",150,12,"Liquidificador 800W","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1800
5852,"2025-01-08",600,1,"Exaustor de cozinha","Tramontina","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",600
5853,"2022-06-18",180,5,"Secador de cabelo 1600W","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",900
5854,"2024-12-07",350,19,"Panela elétrica multifunc.","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",6650
5855,"2023-10-15",180,4,"Liquidificador 1000W","Arno","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",720
5856,"2024-11-06",250,6,"Batedeira simples","Britânia","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1500
5857,"2022-03-26",500,16,"Micro-ondas 25L","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",8000
5858,"2022-01-01",250,7,"Batedeira simples","Britânia","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1750
5859,"2024-02-08",280,6,"Grill elétrico","George Foreman","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1680
5860,"2022-07-31",200,8,"Chaleira elétrica inox","Oster","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1600
5861,"2025-06-16",350,4,"Ventilador de coluna","Arno","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1400
5862,"2025-04-05",1200,7,"Cafeteira expresso","Nespresso","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",8400
5863,"2022-12-14",2000,8,"Ar-condicionado Split 12k","LG","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",16000
5864,"2022-01-14",300,8,"Cafeteira elétrica 30 xícs","Oster","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2400
5865,"2022-02-10",400,6,"Batedeira Planetária","Philco","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",2400
5866,"2023-11-01",150,5,"Sanduicheira elétrica","Mondial","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",750
5867,"2023-09-23",500,8,"Micro-ondas 25L","LG","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4000
5868,"2022-08-13",220,8,"Panela elétrica de arroz","Mondial","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1760
5869,"2024-07-01",150,19,"Liquidificador 800W","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2850
5870,"2025-07-13",2500,19,"Freezer vertical 280L","Brastemp","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",47500
5871,"2025-10-22",2000,9,"Ar-condicionado Split 12k","LG","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",18000
5872,"2023-10-18",250,8,"Secador de cabelo 2000W","Taiff","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2000
5873,"2023-05-29",850,2,"Bebedouro elétrico","IBBL","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1700
5874,"2025-01-24",2000,8,"Ar-condicionado Split 12k","LG","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",16000
5875,"2025-03-01",2200,2,"Máquina de Lavar 12kg","Samsung","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",4400
5876,"2022-10-05",350,10,"Panela elétrica multifunc.","Britânia","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3500
5877,"2022-07-03",220,4,"Panela elétrica de arroz","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",880
5878,"2022-06-20",280,5,"Grill elétrico","George Foreman","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1400
5879,"2024-12-09",600,18,"Exaustor de cozinha","Tramontina","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",10800
5880,"2023-07-16",4500,14,"Geladeira Duplex 500L","Brastemp","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",63000
5881,"2023-12-17",400,20,"Batedeira Planetária","Philco","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8000
5882,"2024-05-05",2200,20,"Freezer horizontal 300L","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",44000
5883,"2024-02-03",1800,19,"Fogão 5 bocas","Atlas","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",34200
5884,"2023-03-31",2200,20,"Máquina de Lavar 12kg","Samsung","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",44000
5885,"2023-12-17",120,4,"Ferro de passar a vapor","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",480
5886,"2023-04-22",600,5,"Exaustor de cozinha","Tramontina","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3000
5887,"2024-03-10",750,18,"Forno elétrico 35L","Philco","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",13500
5888,"2024-04-12",500,3,"Micro-ondas 25L","LG","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",1500
5889,"2022-12-20",900,3,"Forno elétrico 45L","Fischer","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2700
5890,"2024-11-19",220,4,"Panela elétrica de arroz","Mondial","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",880
5891,"2025-11-07",220,12,"Panela elétrica de arroz","Mondial","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2640
5892,"2023-02-19",850,1,"Bebedouro elétrico","IBBL","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",850
5893,"2023-08-02",1200,9,"Fogão 4 bocas","Consul","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",10800
5894,"2025-03-28",500,18,"Micro-ondas 25L","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",9000
5895,"2025-06-03",2500,12,"Lava-louças 10 serviços","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",30000
5896,"2022-02-23",900,12,"Forno elétrico 45L","Fischer","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",10800
5897,"2025-12-02",1200,11,"Fogão 4 bocas","Consul","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",13200
5898,"2023-09-09",300,14,"Cafeteira elétrica 30 xícs","Oster","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",4200
5899,"2025-06-14",2000,19,"Ar-condicionado Split 12k","LG","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",38000
5900,"2025-09-01",1500,12,"Coifa de parede inox","Electrolux","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",18000
5901,"2024-12-25",600,4,"Exaustor de cozinha","Tramontina","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
5902,"2022-02-09",1800,10,"Fogão 5 bocas","Atlas","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",18000
5903,"2024-09-26",2500,2,"Freezer vertical 280L","Brastemp","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5000
5904,"2025-02-18",180,12,"Liquidificador 1000W","Arno","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2160
5905,"2022-05-07",120,19,"Ferro de passar a vapor","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2280
5906,"2025-09-09",180,2,"Secador de cabelo 1600W","Philco","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",360
5907,"2023-08-16",2800,3,"Máquina de Lavar 15kg","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",8400
5908,"2024-08-19",180,14,"Liquidificador 1000W","Arno","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2520
5909,"2022-05-21",200,10,"Ventilador de mesa","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2000
5910,"2024-06-22",250,15,"Batedeira simples","Britânia","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",3750
5911,"2024-01-02",250,12,"Batedeira simples","Britânia","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3000
5912,"2023-10-06",850,18,"Bebedouro elétrico","IBBL","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",15300
5913,"2024-05-10",650,3,"Micro-ondas 30L","Panasonic","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1950
5914,"2025-05-24",1200,20,"Cafeteira expresso","Nespresso","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",24000
5915,"2024-09-03",600,10,"Exaustor de cozinha","Tramontina","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",6000
5916,"2022-02-22",150,1,"Liquidificador 800W","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",150
5917,"2024-09-01",500,3,"Micro-ondas 25L","LG","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",1500
5918,"2022-10-05",250,3,"Secador de cabelo 2000W","Taiff","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",750
5919,"2024-06-11",180,7,"Torradeira elétrica","Cadence","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",1260
5920,"2022-04-22",450,16,"Aspirador de pó vertical","Philco","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",7200
5921,"2022-07-01",4500,12,"Geladeira Duplex 500L","Brastemp","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",54000
5922,"2024-11-07",850,7,"Bebedouro elétrico","IBBL","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",5950
